Symbol	KmeansGroup	FoldChangeQ95	MmLDSmExp1	MmLDSmExp2	MmLDSmExp3	MmLDSmExp4	MmLDSmExp5	MmLDSmExp6	MmLDSmExp8	MmLDSmExp9	MmLDSmExp10	MmLDSmExp11	MmLDSmExp12	MmLDSmExp13	MmLDSmExp15	MmLDSmExp16	MmLDSmExp17	MmLDSmExp18	MmLDSmExp19	MmLDSmExp20	MmLDSmExp21	MmLDSmExp22	MmLDSmExp23	MmLDSmExp24	MmLDSmExp25	MmLDSmExp26	MmLDSmExp27	MmLDSmExp29	MmLDSmExp33	MmLDSmExp36	MmLDSmExp37	MmLDSmExp38	MmLDSmExp41	MmLDSmExp43	MmLDSmExp44	MmLDSmExp45	MmLDSmExp46	MmLDSmExp48	MmLDSmExp50
ENSG00000108406	DHX40	3	2.429553441	-0.19763641	-0.162323902	-0.632820786	1.38788234	1.264458519	-0.970748255	-0.581326403	-0.901611095	0.133377434	-0.938012587	-0.461587559	-0.059362182	-0.62833121	-0.58219709	-0.766043475	-0.174995085	-0.935595448	-0.310564236	0.463664368	-0.990829321	0.211878634	-0.953987532	-0.605697148	0.880108718	-0.405562369	-0.352746364	-0.337085656	2.402038672	2.389644455	-0.510675796	-1.237635633	-0.128125356	1.846946928	0.854896521	0.357736962	-0.355571221	-0.441114872
ENSG00000108468	CBX1	3	2.372177758	-0.499131015	-0.046147931	-0.110358557	-0.911186398	0.326618347	-1.061557904	-0.366047162	-1.069920705	-0.584259694	-0.392588396	-0.422298412	-0.980224757	-0.77977214	-0.932002266	-0.155724485	-0.463076634	0.060835881	-0.218541591	-0.626070341	0.650093563	-0.756472345	-0.861628158	0.624479758	0.383390383	-1.08620903	-0.024645305	-0.373725513	0.128833576	2.680197026	0.387782448	-1.581991179	1.470246462	2.119335854	0.975780058	0.420880306	1.655623838	0.047304661
ENSG00000108559	NUP88	3	2.34758391	-0.875567977	0.21126179	-0.08325345	-0.83869619	0.003650024	-1.060208015	-1.020549772	0.658830237	-0.981693273	-0.760148708	-0.412971454	-0.772999645	-0.660316952	-0.337920759	0.190331626	-0.077695734	-0.852765079	-0.878551369	-0.962321826	0.310887952	-0.69485555	-0.143641372	0.048767624	-0.938568891	-0.196430473	-0.02665414	-0.399497837	1.683424692	-1.133704606	1.622331176	1.241301402	0.624216179	-0.277354886	-0.357402409	2.267310596	1.975486279	1.558386881
ENSG00000108666	C17orf75	3	1.794305282	-0.17090636	-0.276630801	-0.458139501	-0.199805389	-0.081451483	-0.494090358	-0.208078864	-0.468679593	0.217309614	-0.072382336	-0.057762869	-0.162870173	-0.380081957	-0.543688383	-0.042746855	-0.396946105	-0.578212568	-0.145590686	-0.589650071	-0.575616818	-0.33708223	-0.022044663	-0.480282024	0.562551146	-0.520667571	-0.635354317	0.050349772	3.217323526	-0.564276415	-0.688843958	3.704240924	-0.699086563	-0.067042814	1.716621608	-0.834281403	-0.857097654	0.346688911
ENSG00000108671	PSMD11	3	2.622657054	-0.713175252	-0.04613423	-0.579433724	0.480138937	-0.602622933	-1.291836047	0.234043999	-0.442434356	-0.172642047	-0.633380151	-0.549049098	-0.594613206	-0.611867942	-0.592457774	-0.500509131	-0.563637347	-1.442807306	-1.145550432	0.125577438	0.131997633	-0.353878675	-0.188941692	-0.893015307	-0.633673569	-0.974114578	0.234281518	1.562983462	-1.242799556	1.948104146	1.780405051	1.834203276	0.292284679	1.570676297	0.58755874	0.850108785	0.767993191	-0.254439854
ENSG00000108953	YWHAE	3	2.064206512	-0.166885854	-0.40993137	-0.380879962	0.232648383	-0.610430959	0.766140357	-0.848783538	-0.805333716	-0.624730251	-0.538281224	-1.026632442	-1.018193381	-1.147122562	-0.878559291	-1.001047964	-0.891547766	-1.002203622	-0.929452933	-0.823238029	-0.653144695	-0.931544023	-0.882798833	0.182393517	-0.571882697	-0.391216591	-0.461811265	1.237872332	1.43184872	1.415608044	1.70488145	1.30614978	0.63437687	1.204341222	1.149370588	1.03847435	1.548879158	1.078461688
ENSG00000109220	CHIC2	3	2.289968306	-0.532917563	0.064443644	-0.552682199	0.310892162	-0.550971525	-0.789123686	-0.661428853	-0.750747239	-0.741088913	-0.53953652	-0.545637953	-0.727767558	-0.755642672	-0.753725157	-0.82694999	-0.495044674	-0.785422129	-0.671242228	-0.904664	-0.904993713	-0.546834088	-0.891987048	0.093262796	-0.755366946	-0.84418189	-0.646644109	0.933354579	1.957420175	1.923285153	1.761047128	1.622431629	1.142598545	1.291517317	0.562352368	1.406218873	0.688810858	0.126997119
ENSG00000109390	NDUFC1	3	2.251425519	-0.653661781	0.000550877	0.123439479	0.082656404	-0.085681079	-0.972453394	-0.876589623	-0.425088721	-0.722660687	-0.555028799	-0.664712923	-0.518398652	-0.774553828	-0.464155127	-0.669108877	-0.694013986	-0.88516379	-0.868219528	-0.640360723	-0.119643937	-0.806219274	-0.670467643	-0.419526094	0.663558352	0.037981028	-1.083980549	-1.117886969	1.860629156	1.0890463	0.156700642	-0.652411705	2.340361318	1.594863686	0.757604049	1.685753992	1.454835467	1.240581421
ENSG00000109670	FBXW7	3	2.405603029	-0.611715702	-0.848696	-0.971125945	-0.729057928	-0.389650898	-1.100011059	-0.562897357	-0.838562269	-0.246389007	-0.674071006	-0.670395666	-0.534906999	-0.582780123	-0.34525284	-0.288558102	-0.362873435	-0.622587285	-0.256128679	-0.425341921	-0.946913171	-0.400778198	-0.354922682	0.597335748	-0.238185831	-0.76558108	-0.804776203	0.611973547	0.250830031	1.82030146	1.941875252	1.9481829	-1.210281065	1.566272442	1.408226244	1.399728028	1.008577714	0.823534053
ENSG00000110075	PPP6R3	3	2.334559868	-0.116004471	0.025485946	-1.183527781	-0.336432167	-0.502623533	-1.668085493	-0.757381992	-1.602138195	0.011661049	-0.471736442	-0.659274353	-1.112996706	-0.763098668	-0.545953826	-0.955327233	-0.571268839	-0.667456215	-0.788123061	-0.650216481	-0.301688827	-0.338117201	-0.914501061	1.060716308	0.130789858	-0.111476865	-0.495268069	0.383348372	0.443059844	1.973356162	1.244145176	0.339501774	1.367622412	0.717194804	1.497113722	1.560517152	1.232568898	1.191056132
ENSG00000110696	C11orf58	3	2.238066768	-0.679630541	-0.255978052	-0.2931437	-0.666963928	-0.165114531	-0.873566894	-0.580698853	0.513647973	-0.783861801	-0.031770286	-0.656264893	-0.809724323	-0.625258667	-0.624662513	-0.476565092	-0.814560608	-0.969809578	-0.617573495	-1.146738252	-0.511892893	-0.502409494	-0.409466494	-1.171499622	-0.165363339	-0.329478772	-0.514272255	1.268776622	2.208641113	-0.852891031	2.157596095	0.651158473	1.346067952	1.0886751	1.598476377	1.647236399	0.099503964	0.711313069
ENSG00000110958	PTGES3	3	2.590534693	-0.049082649	1.166054129	-0.763081947	0.115906299	0.300481495	-1.868970681	-0.209530306	-0.595086593	-1.684341161	-1.034455029	-0.290564349	-0.657347287	-0.163923333	-0.264708538	-0.613890476	0.002511773	-0.264424114	-0.598512717	-0.713832358	0.213654332	0.323310885	-0.199180685	-0.221727139	-1.222190796	0.259408492	-0.473375133	-1.699085914	1.84845756	0.971604495	1.125853496	-0.845669856	0.574122649	0.856857475	0.106541468	1.354745752	0.636988215	1.985947854
ENSG00000111481	COPZ1	3	2.178133458	0.030096344	-0.183162867	0.227110402	-0.064903148	-0.48601101	-0.769960764	0.019015691	-0.185620245	-0.766857089	0.051982227	-0.434093366	-0.602624015	-0.764965731	-0.815053679	-0.662502821	-0.658775786	-0.863927655	-0.498225358	0.048290058	-0.60540005	-0.327849242	-0.565715161	-0.638230948	0.632698972	-0.852400708	-0.711631722	-0.74346675	-0.854881575	-0.358797325	0.799977516	3.250330606	0.056146482	0.635358425	0.364462296	2.425808876	2.222719078	0.472926587
ENSG00000111845	PAK1IP1	3	2.32941416	-0.238699948	0.609075135	-0.33313989	0.237247141	0.568592475	-0.880279837	-0.873854118	-0.855398719	-0.3654653	-0.331459228	-0.53281824	-0.796894452	-0.78863046	-0.503771482	0.091083567	-0.501465526	0.488220414	-0.719480306	-0.940319834	0.024586361	0.527937631	-0.448356538	-1.029927265	-0.946120604	0.273522289	0.790023344	0.686358882	-0.714642697	-0.975005761	2.174746857	-1.017152329	-0.904819413	0.164093997	0.874883094	-0.04072453	2.403348299	2.495292832
ENSG00000112312	GMNN	3	2.258162232	-0.476070198	-0.865529651	-0.110301197	-0.27964249	1.808153728	-1.045030764	-1.039039174	-1.021829023	-0.221087449	0.158803742	-0.881616658	-0.755323405	-0.975533175	-0.56232206	-0.911549882	-0.268345509	-1.04404026	0.093969955	0.813694332	-0.620984302	-0.522826131	-1.079408901	1.221530182	1.223849453	-1.118895042	-0.078290237	-0.131704896	0.575634507	0.548742376	1.498113503	1.599249963	0.923952014	-0.294904856	-0.129243601	-1.351409399	1.491229669	1.569842607
ENSG00000112592	TBP	3	2.390600688	-0.429084369	-0.127095741	-0.200095521	-0.433443149	0.526764511	2.125790891	-0.149872838	-0.036251247	-0.689329142	0.056441003	-0.368678072	-0.652339941	-0.592566769	-0.401685884	-0.489807103	-0.729057464	-0.594621469	-0.255103667	0.330939091	-0.674731199	-0.662246135	-0.850416141	-0.93511691	-0.81043934	1.058033315	0.478060023	2.576142446	-0.928597104	-0.98655437	-0.962270616	-0.999845849	-1.097465451	0.976587662	1.461538326	0.573070377	0.733623449	1.76912371
ENSG00000112983	BRD8	3	2.252384194	-0.394695247	0.260104449	-0.771078415	0.381731954	-1.389003822	0.631146131	0.392410731	-0.469883631	-0.353882946	-0.92561945	-0.468531297	-0.432806218	-0.233786455	-0.471643827	-1.307064845	-0.866642539	-0.744592822	-0.12851755	-1.070467785	-0.8512779	-0.316426065	-0.531710292	-1.173131482	0.198730522	-1.199446583	-0.860519634	0.121786083	2.582661188	0.945261718	-0.327233374	1.053265909	2.095967869	0.613918172	0.837377889	0.420420823	1.520622413	0.980172137
ENSG00000113300	CNOT6	3	2.38167891	-0.376267209	-0.319796999	-0.021290126	-0.371047739	0.358433786	-0.787155306	-0.209785207	-0.749643264	-0.723790195	-0.595183304	-0.229000097	-0.46850907	-0.200905431	-0.732431449	-0.812778745	-0.714747634	-0.654061556	-0.343485397	-0.845331269	0.645043994	-0.42932046	-0.88105579	-0.460757658	-0.382516945	-0.609153675	-0.258209075	1.164476617	2.456923595	-0.953541913	-0.790146621	0.005573108	-0.042598644	1.729152707	1.2122066	2.578497717	1.764231836	-0.33370809
ENSG00000113312	TTC1	3	2.432073648	0.402758685	-0.2916947	-0.534629105	-0.487056169	0.805062248	-1.013234685	0.673665487	-0.984246437	-0.710659667	-0.49576786	-0.658710594	-0.521895287	-0.591701529	-0.43948441	-0.657414832	-0.943045973	-0.752557763	-0.934871099	0.621241187	-1.011278946	-0.601955092	-0.331972656	0.494270589	-0.80127625	-1.076886489	-0.041428863	1.881954435	-1.203140971	0.48064533	1.366823395	2.19534034	0.255549159	0.229712529	-0.259752855	1.218705142	2.223358479	0.063501579
ENSG00000113387	SUB1	3	2.274897715	-1.290947711	-0.280731502	0.303356794	-0.73747199	0.603608903	0.887600922	-0.426402711	-1.508779699	-0.172034342	-0.490658549	-0.760233262	-0.422404647	-0.920719831	-0.814428862	-0.599951766	-0.587028136	-1.327960109	-0.479761514	-0.509092494	-0.17655493	-0.330903218	-0.686535075	0.343926341	-1.062030959	-0.673341304	-0.41530699	-0.559662879	2.393369877	2.040692983	0.717653532	1.408774995	1.541636331	-0.147484968	0.526608771	1.237810802	0.140953618	0.959535867
ENSG00000113649	TCERG1	3	2.417438468	-0.906961689	0.479896564	-0.698130945	0.541118068	-1.448427981	-0.89607326	-0.812961079	-0.607361417	0.16155225	-0.427326736	-0.509341906	0.106945739	0.015220951	-0.686369602	-1.360023755	-0.321907784	-1.197622669	-0.674995021	-0.776537972	-0.432993075	-0.047010273	-1.082483537	-0.347668163	-0.008734847	-1.481410334	0.065557387	0.546066154	0.61480336	1.111402659	-0.864944897	1.292219091	1.937764556	1.631966548	0.993018017	1.345781962	1.334518435	0.994016734
ENSG00000113732	ATP6V0E1	3	2.480027835	-0.263214038	-0.268884138	-0.199592452	0.221800701	-0.794361502	1.984687139	-0.381217869	-0.778496196	-0.408711921	-0.316838738	-0.589017973	-0.445095233	-0.603446345	-0.44747107	-0.621327531	-0.374504362	-0.857276476	-0.739794653	-0.865502717	-0.624950227	-0.452203468	-0.35807596	-0.681438742	-0.068741041	-0.835284526	-0.474853914	-0.548215497	2.717180668	-0.862456521	2.078196629	0.759596001	-0.663684687	0.613980016	0.468885223	1.773093525	0.111733601	1.315476458
ENSG00000114346	ECT2	3	2.655876614	-0.495485543	-0.502706799	-0.222339055	0.956031096	0.143287184	-0.767656858	-0.628574975	0.724510988	-0.604196659	-0.860065952	-0.464251423	-0.245382598	0.047332751	-0.191006244	-0.829551564	-0.361920051	-0.176377049	-0.77873875	-0.363838726	-0.646106035	-0.577199708	0.033746319	0.51561462	-0.056040131	-0.692151828	-0.362994444	1.537362473	-0.097532578	2.034403111	-1.019613434	-1.038669492	-1.003129507	0.313214192	0.720044503	-1.262328619	2.428518025	2.137916145
ENSG00000114902	SPCS1	3	2.431709539	-2.145666876	1.179380557	0.368909853	0.434974408	0.35752197	-2.414772789	-0.426151867	-0.33606953	0.555955163	-0.52336531	-0.680865991	-1.655443044	-0.537771602	-0.52398495	-0.155041889	-0.413732558	-1.90057753	-0.972790009	-0.253454488	0.239710394	0.324992862	0.121122886	-1.396227816	0.574469288	0.324701863	0.001125977	1.005966521	0.926566556	0.596460814	0.521673574	1.022439496	-0.268631037	0.993929361	0.312331351	1.071066584	0.906925923	0.332612344
ENSG00000114956	DGUOK	3	2.565581939	-0.252116049	-0.726488754	0.384535198	-0.83710881	-0.904536672	-1.142401642	-0.757731369	-0.407504631	-0.949508007	-0.40757646	-0.654729034	-0.37739354	-0.454646974	-0.087397539	-0.494360451	-0.123352203	-0.514393696	-0.345251641	-1.076281669	-0.212101092	-0.089644101	-0.448773493	-0.214259873	0.262939081	0.101561472	-0.085296417	0.08304866	1.579596363	0.86667304	2.223964668	2.160253538	-1.408934803	0.209029623	0.58766005	1.797737683	1.414265148	-1.265057544
ENSG00000115128	SF3B14	3	2.345490429	-0.617659777	0.18768044	0.110828893	-0.483333299	-0.569142758	0.277720673	-0.074634311	0.322227941	-0.924443647	-0.316362302	-0.367814911	-0.887684919	-0.705171156	-0.288313705	-0.351756429	-0.222278255	-0.545829656	-0.944051874	0.440146547	-1.24501116	-0.361823606	0.205286495	-0.886883306	-0.937524384	0.618849419	-0.633590688	-0.040924344	0.93162907	2.551392366	1.549845935	0.059254614	-1.944034002	1.651907551	2.012442475	-0.869455374	-0.064493984	1.017514999
ENSG00000115514	TXNDC9	3	2.178647209	-0.444062347	0.276025825	0.314401036	0.714483657	-0.992334758	-0.101571419	-0.382184682	-0.964467516	-0.993059841	-0.370647428	-0.552291086	-0.587239716	-0.712867876	-0.637968159	-1.017517709	-0.103968099	0.784578893	0.655617697	-0.564834425	0.176047752	-0.728683065	-0.486936216	-0.536914573	-1.015939795	0.593331294	0.36472162	0.480249644	-0.793029208	-1.268370936	-0.94995336	-1.082891964	2.281361368	1.19855112	0.581664078	1.532114955	0.406316209	2.749621819
ENSG00000115541	HSPE1	3	2.715381706	-1.467613586	0.452653759	0.161374172	0.056147412	0.734220384	-1.860247239	-0.028489774	0.350484978	-0.211518935	-0.471598729	-0.117450046	-0.40857084	-0.722061063	0.513576699	-0.334897297	-0.474197687	-0.112114537	-0.13460468	-0.897432376	-1.95893256	-0.421742745	0.024370037	-1.004432434	-1.941644773	-1.050532449	0.340264431	1.30682029	1.599025955	1.053601982	1.058159753	1.276077796	-0.684778078	0.386070477	0.140064398	0.562935643	1.223375202	0.348254755
ENSG00000115762	PLEKHB2	3	1.993963867	-0.00366176	-0.367419925	-0.87827797	-0.335807268	0.397381198	-0.984375631	-0.820397722	0.264039271	-0.961498047	-0.682595984	-0.522615738	-0.396778112	-0.624016461	-0.533576635	-0.558486813	-0.696097061	0.164792646	-0.940360536	-0.62151519	-0.071330518	-0.481306315	-0.218467218	-1.096621164	-0.223400895	-0.12952924	-0.558647652	-0.101865255	-0.996134178	-0.695040394	2.895630999	2.623588196	1.223507257	0.41844726	0.826309722	1.236519195	1.110254183	1.345389886
ENSG00000116062	MSH6	3	2.618338443	-0.847860055	0.427321191	0.295072912	-0.48996235	0.461213328	-1.222660329	-0.244040871	-1.131486805	-0.183433153	0.143543959	-0.211301723	-0.703630298	-0.389185436	-0.619028561	-0.630232058	-0.24263594	0.63897147	-0.671052253	-0.532025926	0.047196647	0.031518456	-0.722413848	-0.835700788	-0.3544981	-1.321757044	-0.122118576	0.847749233	1.780199697	-1.348449517	1.949555832	-1.499884147	1.733958352	1.316432753	0.552958097	-0.797639973	1.151912129	1.125055252
ENSG00000116489	CAPZA1	3	2.188243754	-0.66588077	-0.47578126	-0.6675838	0.34570288	-1.040081758	1.56330352	-0.441665428	-0.087920712	-0.15337459	-0.924862832	-0.823024791	-1.013905466	-0.638081063	-0.836260991	-0.49449838	-0.417049011	-0.625535675	-0.562222736	-0.667657335	-0.619407001	-0.702260061	-0.719503977	-0.436548941	-0.273418291	-0.157211614	-1.244032293	1.001628502	1.70452211	1.062188774	1.998213557	1.463128835	-1.346331979	0.005387216	0.74825039	1.310950573	1.335125143	1.307455498
ENSG00000116857	TMEM9	3	2.427226428	-0.48771935	-0.053917811	-0.635348598	-0.564861261	-0.535665645	-0.870948655	0.005600361	-0.202127732	-0.721707689	-0.399079153	-0.558780619	-0.54914513	-0.143002634	-0.1953617	-0.87879702	-0.323654854	-0.480366959	-0.93971012	-1.047144371	-1.063269461	-0.209043877	-0.455893632	-0.439580035	-0.977846223	0.684484255	-1.094744513	-1.11917763	1.195420672	0.300467248	1.757382713	1.887925256	-0.318163672	2.187978548	1.400449996	0.730212691	1.329724212	1.358185964
ENSG00000117410	ATP6V0B	3	2.255599012	-0.80705541	-0.148543407	0.40345491	0.904091	2.022501058	-1.265779418	-1.06331752	-1.238088202	-1.262751628	-0.264939475	-0.970270919	-0.398584283	-0.45514329	-1.05358327	-0.874702916	-0.103339695	0.932845957	0.066081319	0.752679509	-0.473566134	-0.977158685	0.363934479	-0.620134509	-0.364598737	0.577658787	1.365146899	-1.296082923	-0.386732434	-1.375368885	1.086417058	1.213106374	0.460057219	0.532902767	1.989286696	0.346271643	-0.494317528	0.62202458
ENSG00000117419	ERI3	3	2.437511407	-0.22307462	-0.428232417	-0.501112037	-0.298101022	-0.498695484	-0.187765697	0.013148327	-0.503569297	-0.465983191	-0.144641011	-0.40699624	-0.2816185	-0.579917185	-0.518132951	-0.55108207	-0.375837735	-0.569224327	-0.539408447	-0.036928649	-0.634905575	-0.280352957	-0.199889513	-0.735778915	-0.618973231	-0.625249024	-0.519045584	1.121154495	1.851205257	-0.695953804	2.146598732	-0.796420303	1.659680429	-0.696966307	1.954996859	2.706050185	-0.94643562	-0.030053979
ENSG00000117616	C1orf63	3	2.33929939	-0.011299133	-0.401723995	0.221226241	0.873383148	-0.42751326	0.345771663	-0.697527644	-0.51867005	-0.739529368	-0.368626411	-0.513812347	-0.645577223	-0.718736472	-0.40075962	0.074932274	-0.747466563	-0.814457103	-0.814730456	0.066383811	-0.00509684	-0.541074883	-0.79177573	-0.225825802	-0.236792675	-0.630928108	-0.192631495	1.359364194	2.931302451	-0.83540801	-0.835185766	-0.960959134	1.945652926	-0.990443995	1.440482544	2.1040407	0.139503261	0.225209478
ENSG00000117748	RPA2	3	2.399282624	-0.231029159	0.106307739	0.982547136	0.994599349	0.445635553	-1.172377727	-0.85260041	-1.172188338	-1.178532417	-0.505854105	-0.725503234	-0.748522994	-0.884789907	-0.75223232	-0.8279033	-0.76554073	-0.733890705	-0.480383493	-1.262203316	-0.22848225	-0.330494002	-0.29695966	-0.171715765	0.407237962	-1.30138154	0.178893403	1.435098037	1.365638587	1.553590232	-1.083676461	0.807830189	-0.124913879	0.027376233	0.743519355	1.934885364	1.531975754	0.916758196
ENSG00000117899	MESDC2	3	2.493529249	-0.343202669	-0.220940207	0.118427999	0.57215848	-0.85809381	-0.878523589	0.541470269	-0.744340814	-0.867451615	-0.790320269	-0.485260915	-0.532687221	-0.364705156	-0.332998436	-0.176264713	-0.607267602	0.355369254	-0.532802721	0.247647017	-0.141797539	-0.678640776	-0.534245709	-1.133376536	0.091564128	-0.374621121	-0.090892216	-0.980035401	-0.160821149	-0.627753482	-1.083378715	0.532737173	-0.979582567	1.574466159	2.118181351	1.846306797	2.469498936	1.558648137
ENSG00000118680	MYL12B	3	2.25382832	-0.997308875	-0.054033548	-0.579131382	-0.838497722	-1.135299885	1.388499642	-0.031500939	-1.631902922	-1.176873763	-0.97281005	-0.849518411	-1.080309178	-0.65831611	-0.690849651	-0.287189171	-0.405860008	-0.373894268	-0.14907887	-0.194355206	-0.168212949	-0.529742816	-0.187617339	-0.452231184	0.422683342	0.058345578	-0.32823497	-0.459161229	1.740748892	-1.342122958	1.600739769	1.538573999	0.8096166	1.398456407	0.799421498	1.414336907	1.241597695	0.907204753
ENSG00000118705	RPN2	3	2.224302938	-0.15840148	-0.260521241	-0.487268541	-0.108830365	0.100112368	-1.42875981	-0.255208583	0.346760424	-0.944778366	-0.911841023	-0.702136652	-0.783464053	-0.908990605	-0.607884305	-0.915611318	-0.56987999	-1.532136654	-0.804805971	-1.022613583	-0.056747054	-0.943914541	-0.880800774	0.084268013	-0.181413839	-0.400045202	-0.469413649	1.868310595	-0.30567091	1.134528423	1.715409042	0.739804405	1.290202924	1.46889849	1.354820504	1.559682182	0.59192771	1.162110492
ENSG00000119335	SET	3	2.192271858	-1.736241862	-1.035486981	-0.892697625	0.484515212	-0.881369571	0.888032397	-0.655849046	-1.155335762	0.063213428	-0.874178251	-0.866403201	-0.894086607	-0.659004312	-0.621158621	-0.286537842	-0.540594109	-0.53956375	-1.180896178	-0.340940047	-0.974720177	-0.69094034	-0.269239779	0.178132106	0.129442387	-0.778824215	-0.124910117	1.499175645	0.816856857	1.512740981	1.498503519	1.641307392	1.013078484	1.857090522	0.356765188	0.94414101	0.148039841	0.775671566
ENSG00000119655	NPC2	3	2.252901854	-0.578650282	-0.247095713	-0.078939918	1.030584141	-0.338469386	-1.308551728	-0.489561042	-1.278315513	0.590465549	0.128890573	-0.979341675	-0.667815322	-1.125087835	-1.130987746	-0.739388811	-1.164592289	-1.130838353	-0.580176958	-0.600806776	0.449824764	-0.275931952	-0.649964603	0.260493096	-0.283403799	0.206147488	-0.428043232	1.630453038	-1.506639186	1.977753703	1.030833865	0.271317326	0.933983928	0.913355951	0.521252417	0.314642702	2.137029949	0.932671774
ENSG00000119685	TTLL5	3	2.416359365	0.081045106	-0.335482076	-0.324215662	0.881536736	0.018610219	-0.66381267	-0.510289783	-0.623716945	-0.646947541	-0.427036997	-0.186387392	-0.517535038	-0.279823851	-0.574540239	-0.408710633	-0.495402922	-0.506460648	-0.782358187	-0.140627701	-0.497229152	-0.548157669	-0.322969147	-0.73067561	-0.608113711	-0.275567544	0.20109979	1.047300194	2.74631195	-0.848391511	-0.859248194	-0.342943843	-1.073579435	2.095265753	1.246799882	2.534420282	0.843200288	-0.581725467
ENSG00000119705	SLIRP	3	2.239535589	-0.179452025	-0.621672403	-0.146441376	-0.061998272	-0.591791429	-0.929797018	-0.872738244	0.319708183	-0.92877179	-0.774178066	-0.730910134	-0.78227079	-0.677328204	-0.528925917	-0.770860486	-0.556466997	-1.087970023	-0.808304123	-0.810431321	-0.577330725	-0.592704079	-0.761330237	-0.092140946	-0.10979557	-0.37576288	-0.528299428	1.172532492	2.282228261	1.315454034	0.937544118	-0.239143361	1.017661153	-0.584540212	1.674851138	1.69448148	1.487012649	1.580346958
ENSG00000119878	CRIPT	3	2.261548701	-0.636816457	0.499461956	-0.097458614	-0.222073529	0.852525272	-0.896633448	0.292295981	-0.871586491	-0.893894785	-0.596885417	-0.530237065	-0.195551981	-0.7371309	-0.493844066	-0.529193547	-0.38943766	-0.880263039	-0.236773206	-0.245855753	-0.551621019	-0.650806855	-0.386482729	0.284447585	-0.962913669	1.352315909	-0.411577032	-0.803445747	1.229813387	-0.840508684	2.635360558	-1.119697487	2.270699859	0.528261456	0.834361601	1.787555173	-0.927048611	0.279090351
ENSG00000119888	EPCAM	3	2.164776494	-0.90786971	-0.229761392	-0.10272772	-0.060012033	1.176172968	-1.030032165	-1.093007834	-1.062490868	-0.953482754	-0.405500776	-0.336624843	-0.217010796	-0.798315126	-0.889117661	-0.397394053	-0.455221792	-0.796434708	0.07412731	-0.512502404	-0.953084112	-0.466469584	-0.64231943	-0.011017764	-0.671758573	0.402142433	0.144748189	0.551864257	2.550565139	-1.375394415	2.61253838	1.481743907	1.289289612	0.61640068	0.282067902	0.318518535	-0.072990003	0.77558471
ENSG00000119929	CUTC	3	2.292136652	0.111932793	-0.325652674	-0.193464974	0.683653197	-0.510790975	-0.518109977	-0.511719626	-0.493365811	-0.320554124	-0.5211565	-0.350442696	-0.46476491	-0.493677168	-0.212461679	-0.397810161	-0.524613308	-0.600023423	-0.583299566	-0.611160015	-0.597495227	-0.611526577	-0.622753905	0.127656132	0.064768799	-0.596882148	-0.069950108	-0.523619856	-0.139560428	-0.727607614	-0.384837646	2.353610501	1.253215681	-0.757841784	0.53463936	-0.504303663	3.30047309	2.44736034
ENSG00000119969	HELLS	3	2.527766719	-1.116482263	0.364884576	0.969130388	0.132782213	1.113698789	-1.450521646	0.004236731	0.144781534	-0.586555225	-1.497201328	-0.79417792	-0.554852969	-0.771722622	-0.64899468	-0.557093992	-0.387005388	-0.713920039	-0.545251232	-1.488595053	0.612313277	-0.271559777	-0.591726364	0.525097201	-0.600612632	0.18169095	0.198497351	1.756458192	-1.67089379	0.666804407	-1.233697974	0.291732373	0.434269576	1.498026936	0.301550742	1.203554834	0.948522977	1.605065126
ENSG00000120265	PCMT1	3	2.206888264	-0.116527157	-0.415690659	-0.028757627	0.045126647	-0.055559358	-0.7941862	-0.447473022	-0.774804117	-0.712923633	-0.797514589	-0.548313272	-0.701333632	-0.773806214	-0.698377047	-0.725935909	-0.435174667	-0.858348927	-0.828350971	-0.654842956	-0.840359871	-0.867359651	-0.692306869	0.392766779	-0.838292738	-0.159657091	-0.459228602	0.808403568	0.954185964	1.155328554	2.598544834	2.00095853	-0.106477717	-0.986516823	1.728159739	0.677608121	1.284293677	1.465854642
ENSG00000120498	TEX11	3	2.186366217	-0.0723193	-0.354296574	-0.308528174	-0.249384797	0.760330535	-0.451955217	-0.370092834	-0.416741986	0.010827465	-0.005732703	-0.38763162	-0.065183901	-0.461542074	-0.514613889	-0.541210861	-0.374142951	-0.277718847	-0.573448446	-0.584374858	-0.543002933	-0.583594379	-0.595008447	-0.673633359	0.252022281	0.098998525	-0.326304483	-0.552446236	-0.682642285	-0.750089672	1.601904199	-0.765558399	-0.761705144	1.586571741	1.647425629	1.429751295	-1.063577154	3.732283634
ENSG00000120656	TAF12	3	2.538636021	-0.700410831	0.457070095	0.044153818	-0.158813022	0.099787604	-1.096893699	-0.837956479	-1.068746607	-0.9528124	-0.678616365	-0.387027305	-0.501720597	-0.769550831	-0.641622169	-0.844349809	-0.440253621	0.549791702	-0.857334794	-0.068940126	-1.100264883	-0.612725848	-0.130437576	-1.287354298	0.372719931	0.275966741	0.295777329	0.003496146	1.449342962	0.438331627	-0.492889307	2.077886231	-0.943485982	0.988171003	1.534789223	1.881743738	1.932342327	-0.367799948
